SMILES,n_np
CCCCCCSc1nsnc1C1=CCCN(C1)C,1
OCCN1CCN(CC1)CCC[C@@H]1c2cc(ccc2Sc2c1ccc(c2)F)C(F)(F)F,1
O=C1NCCN[C@@H]1c1cccs1,1
CCCN1CCC(=CC1)c1c[nH]c2c1cc(Cl)cc2,1
CCC[C@@H](C1(CC)C(=O)NC(=O)NC1=O)CC,1
COc1cc2c(cc1OC)CCN1[C@H]2CC(=O)[C@H](C1)CC(C)C,1
O=C1NC(=O)C2(N1)CCc1c(C2)cccc1,1
O=C1CC[C@@H](C(=O)N1)N1C(=O)c2c(C1=O)cccc2,1
COc1ccc2c3c1O[C@H]1C43CCN(C(C2)[C@H]4CC=C1OC(=O)C)C,1
C=CCC1(C(=O)NC(=S)NC1=O)[C@H]1CCCC=C1,1
CCC[C@@H](C1(CC=C)C(=O)NC(=S)NC1=O)C,1
CN(CCN1C(=O)C[C@H](Sc2c1cccc2)c1ccccc1)C,1
CC(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,1
CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,1
CN(C1=NC(=O)[C@@H](O1)c1ccccc1)C,1
OC(=O)CCCCCCN[C@H]1c2ccccc2N(S(=O)(=O)c2c1ccc(c2)Cl)C,1
CN1CCc2c(C1)c1c([nH]2)ccc2c1c(C)cs2,1
S=C1NCC[C@H](O1)COc1ccccc1,1
CN1CCN2[C@@H](C1)CN=C(c1c2cc(F)cc1)c1cccs1,1
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c(=S)[nH]c2c1cccc2,1
Clc1ccc(c(c1)N)N1CCSC1=N,1
CCS(=O)(=O)CCn1c(C)ncc1N(=O)=O,1
CN1C[C@@H](CSc2ccccn2)C=C2[C@@H]1Cc1c[nH]c3c1c2ccc3,1
CCCSc1ccccc1N1CCN(CC1)CCCCn1c(=O)[nH]c2c(c1=O)cccc2,1
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1nsc2c1cccc2,1
COc1cc2C[C@H](OS(=O)(=O)c2cc1OC)C(=O)N[C@H](CC(N(C)C)(C)C)C,1
C[C@@H](Cc1ccccc1)NCCC1c2ccccc2Sc2c1cccc2,1
CNCCO[C@H](c1ccccc1C)c1ccccc1,1
CC[C@@H]1C(=NN=C(c2c1cc(OC)c(c2)OC)c1ccc(c(c1)OC)OC)C,1
CCC1(O)CCN2[C@@H](C1)c1cc(C)ccc1CC2,1
CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,1
CN([C@H]1Cc2ccccc2O[C@H]1C)C,1
O=C1C=CC2(C(=C1)CC[C@@H]1C2(F)C(O)CC2([C@H]1C[C@H]1C2(OC(O1)(C)C)C(=O)COC(=O)c1cc2c(o1)cccc2)C)C,1
BrCC(Br)(Br)O,1
CCN(C(=O)CNC(=O)c1cc(OC)c(c(c1)OC)OC)CC,1
O[C@@H](C(Cl)(Cl)Cl)N1CNC(C1=O)(c1ccccc1)c1ccccc1,1
ClC(COP(=O)(O)O)(Cl)Cl,1
COc1cc(NCc2ccc3c(c2C)c(N)nc(n3)N)cc(c1OC)OC,1
O=N/C(=c\1/[nH][nH]c2c(n(c1=O)Cc1ccccc1)cccc2)/N,1
COc1cc(cc(c1OC)OC)C(=O)N1CCCCCCC1,1
OC(=O)[C@H](Cc1c[nH]c2c1cccc2)N,1
C=CCO/N=C\1/CN=C(c2c(N1)ccc(c2)Cl)c1ccccc1Cl,1
CCCCN1C(=O)[C@H]2C(=O)N(C(=O)[C@H](C1=O)C2(C)C)CCCCN1CCN(CC1)c1ccccc1OC,1
CCCC(C(=O)N)(CCC)CCC,1
CCCC(C(=O)OCOC(=O)C(C)(C)C)CCC,1
O[C@H]1CCCc2c1c(N)c1c(n2)cccc1,1
COc1ccc(cc1)[C@H](C1(O)CCCCC1)CN(C)C,1
C=CCN1CCC[C@H]1CNC(=O)c1cc(cc(c1OC)OC)S(=O)(=O)N,1
N[C@H](C=C)CCC(=O)O,1
CCOc1ccccc1OC[C@@H]1CNCCO1,1
FC(c1cccc(c1)C1=CCN(CC1)CCc1ccc2c(c1)cccc2)(F)F,1
OCCCN1CCN(CC1)CCC[C@H]1c2ccccc2Sc2c1cc(Cl)cc2,1
OC(=O)CCCCC[C@@H](C(C)C)NCc1ccc(cc1)F,1
Clc1cccc(c1)N1CCN(C1=O)CCN1CC(C1)(C)C,1
O=C1Nc2c(C1)cc(c(c2)Cl)CCN1CCN(CC1)c1nsc2c1cccc2,1
O=C1CN=C(c2c(N1C)n(C)nc2C)c1ccccc1F,1
COc1ccccc1N1CCN(CC1)CCc1oc(=O)[nH]c1c1ccc(cc1)F,1
Clc1ccc2c(c1)c(no2)[C@@H](n1cncc1)C,1
CN1CCN(CC1)C(=O)O[C@H]1c2nccnc2C(=O)N1c1ccc(cn1)Cl,1
CN(CCOC1=Cc2ccccc2Sc2c1cc(Cl)cc2)C,1
C[C@H](N(C)C)CN1c2cc(ccc2Sc2c1cccc2)C(=O)C,1
CN(Cc1nnc2n1c1ccc(cc1C(=NC2)c1ccccc1)Cl)C,1
C=CCN1C(=S)N[C@H](C1=O)CC(C)C,1
C=CC[C@@H](Cc1ccccc1)N,1
CN(C[C@@H](CN1c2ccccc2Sc2c1cccc2)C)C,1
CCOC(=O)c1[nH]c2c(c1CCN1CCN(CC1)c1ccccc1)cc(c(c2)OC)OC,1
CCC(=O)OC1(CCN(C[C@@H]1C)C)c1ccccc1,1
CCCN(C(=O)Cc1c(nc2n1cc(Cl)cc2)c1ccc(cc1)Cl)CCC,1
CNCCCC1(C)c2ccccc2N(C1=O)c1ccccc1,1
CCn1cc(C(=O)O)c(=O)c2c1nc(cc2)Cc1ccccc1,1
CCC1(CCC(=O)NC1=O)c1ccc(cc1)N,1
CN(C[C@H](N(C)C)CN1c2ccccc2Sc2c1cccc2)C,1
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(c1ccc(cc1)Cl)C(=O)N(C)C,1
Clc1ccc2c(c1)C(=Nc1c(O2)cccc1)N1CCNCC1,1
COc1ccccc1N1CCN(CC1)CCC[C@@H](c1ccc(cc1)F)O,1
CCOC(=O)N1CCC(=O)N(c2c1ccc(c2)Cl)c1ccccc1,1
CC(c1nnc(s1)COc1ccc2c(c1)oc(=O)c(c2C)C)C,1
OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2CC[C@@H](C1)N2C,1
N#Cc1cc(nnc1NCCN1CCOCC1)c1ccccc1,1
O=C(c1cc2c(o1)cccc2)N1CCN(CC1)Cc1ccccc1,1
C[C@@H](c1ccccc1)NNC(=O)c1ccccc1,1
CCC1(C(=O)NC(=O)N(C1=O)C(=O)c1ccccc1)c1ccccc1,1
O=C(c1ccccc1)OC1CN2CCC1CC2,1
CNCC12CCC(c3c1cccc3)c1c2cccc1,1
CN([C@H](Cc1ccccc1)C)Cc1ccccc1,1
CC[C@@H](C(c1ccccc1)(c1ccccc1)C[C@@H](N(C)C)C)O,1
CN(CCN(n1cc(c2c1cccc2)c1ccccc1)C)C,1
C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O,1
COc1cc2cc(oc2c(c1)Br)C1CCNCC1,1
CN(C(=O)CCNc1ccc(cc1)Br)C,1
CN(CCO[C@H](c1ccc(cc1)Br)c1ccccc1)C,1
CCN(CCNC(=O)c1cc(Br)c(cc1OC)N)CC,1
CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)c1ccc(cc1)F)c1ccc(cc1)Br,1
CCC[C@H]1O[C@@H]2C(O1)(C(=O)CO)C1([C@@H](C2)[C@@H]2CCC3=CC(=O)C=CC3([C@H]2[C@H](C1)O)C)C,1
CC(N1CCC(CC1)(c1ccccc1)c1ccccc1)(C)C,1
CN(CCO[C@H](c1ccccc1C(C)(C)C)c1ccccc1)C,1
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1ncccn1,1
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,1
CCCCNC[C@H]1COc2c(O1)cccc2,1
CN(CC(CC1c2ccccc2CCc2c1cccc2)C)C,1
CCOC(=O)NN[C@H](c1ccccc1)C,1
CCOC(=O)N[C@H](C(Cl)(Cl)Cl)O,1
CCC(C(=O)NC(=O)N)(CC)Br,1
CCC(=O)N(C1(CCN(CC1)CCc1ccccc1)C(=O)OC)c1ccccc1,1
NC(=O)C1(CCN(CC1)CCCN1c2ccccc2CCc2c1cccc2)N1CCCCC1,1
Fc1ccc2c(c1)c1CN(CCc3ccncc3)CCc1[nH]2,1
CN1CCN(CC1)[C@H](c1ccc(cc1)Cl)c1ccccc1,1
CCC[C@H](Cl)O,1
O[C@H](COC(=O)N)COc1ccc(cc1)Cl,1
CN(CCOC(c1ccc(cc1)Cl)(c1ccccc1)C)C,1
ClCC[C@H]1NC(=O)c2c(O1)cccc2,1
N#Cc1ccc2c(c1)N(CCCN(C)C)c1ccccc1CC2,1
Clc1cccc(c1)C1(O)C2=NCCCN2c2c1cccc2,1
CN[C@H]1CCN2c3c1cccc3CCc1c2cccc1,1
CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,1
CN(CCOC(c1ccccc1)c1ccccc1)C/C=C/c1ccccc1,1
CCOc1cc(N)c(cc1C(=O)NC1CCN(CC1)C[C@H]1CCC=CC1)N(=O)=O,1
O=C1CCC(C(=O)N1)(C1CCN(CC1)C/C=C/c1ccccc1)c1ccccc1,1
CCNC(=O)/C=C/c1cccc(c1)Br,1
COc1cc(/C=C/C(=O)N)cc(c1OC)OC,1
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ncc2c(c1)cccc2,1
N#Cc1ccc2c(c1)COC2(CCCN(C)C)c1ccc(cc1)F,1
Clc1ccc2c(c1)[C@H]1N(CCc3c1cccc3)CC(=O)N2C,1
CN(C[C@H]([C@@H](c1ccccc1)c1ccc(cc1)Cl)O)C,1
CCN(CCNC(=O)COc1ccc(cc1)Cl)CC,1
CN(CCC[C@H]1c2ccccc2Nc2c1cc(Cl)cc2)C,1
CN1CCN(CC1)C1=Nc2ccccc2Sc2c1cc(Cl)cc2,1
COCCCC/C(=N\OCCN)/c1ccc(cc1)Cl,1
O=C1Nc2ccc(cc2C2(N(C1)CCO2)c1ccccc1Cl)Cl,1
OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1ncc(c2)Cl,1
CC(=O)OCC(=O)C1(O)[C@@H](C)C[C@@H]2C1(C)C[C@H](O)C1([C@H]2CC(C2=CC(=O)C=CC12C)(F)F)F,1
CCCN([C@H](C(=O)N(C)C)CC)C(=O)/C=C/C,1
N#Cc1ccc2c(c1)N(C[C@H](CN(C)C)C)c1c(S2)cccc1,1
O=C1N=C(O[C@H]1c1ccccc1)NC1CC1,1
N[C@H]1CCC[C@H]1c1ccccc1,1
Clc1ccc2=NC(=CN(C(=c2c1)c1ccccc1)O)NCC1CC1,1
CN1CCCc2c1c(OC[C@@H]1CNCCO1)ccc2,1
CNCCCC1(C)CN(c2c1cccc2)c1ccccc1,1
CN(CC1=Cc2ccccc2Sc2c1cccc2)C,1
CN1CCC(=C2c3ccccc3C(c3c2cccc3)O)CC1,1
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCCn1c(=O)[nH]c2c1cccc2,1
O=C1CN=C(c2c(N1)ccc(c2)Cl)c1ccccc1Cl,1
CNCCON=c1c2ccccc2ccc2c1cccc2,1
O[C@@H](c1ccc(cc1)CCc1ccccc1)Cn1cncc1,1
CN(CCCN1c2ccccc2C=Cc2c1cccc2)C,1
CN1CCC23[C@H]4C1Cc1c3c(O[C@H]2CCC4)c(cc1)O,1
CC(C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1)CN1CCOCC1,1
NC(=O)N1CC(C1)Oc1cccc(c1)C(F)(F)F,1
Oc1ccc2c(c1)C1(C)CCCCC[C@@H](C2)[C@@H]1N,1
C=CCN1CCC23[C@H]4C1Cc1c3c(O[C@@H]2C(C=C4)OC(=O)C)c(cc1)OC(=O)C,1
CN(CCn1c2ccccc2n(c2c(c1=O)cccc2)C)C,1
CN1CC[C@H]2[C@H](C1)c1cc(C)ccc1N2,1
O=C1CCS(=O)(=O)[C@H](N1C)c1ccc(c(c1)Cl)Cl,1
COc1ccc2c(c1)CN(C[C@H]2c1ccc(c(c1)Cl)Cl)C,1
CCN(CCN1c2ccccc2Sc2c1cccc2)CC,1
Clc1ccc(cc1)[C@H](c1ccccc1)OCCN1CCOCC1,1
CCCC(=O)OC1(CC[C@@H]2C1(C)CC(O)C1([C@H]2C[C@@H](C2=CC(=O)C=CC12C)F)F)C(=O)COC(=O)C,1
COc1ccc2c(c1)/C(=C/CCN(C)C)/c1c(O2)cccc1,1
CN(CCCN1c2ccccc2C(c2c1cccc2)(C)C)C,1
CC(=C)CNCC(=O)N(c1ccc(cc1C(=O)c1ccccc1)Cl)C,1
NC(=O)CN1C(=O)[C@H](c2c1cccc2)c1ccccc1,1
OCCN1C(=O)[C@H](O)N=C(c2c1ccc(c2)Cl)c1ccccc1F,1
O=C1NCNC1(c1ccccc1)c1ccccc1,1
OCC(=O)C12OC(O[C@H]1C[C@@H]1C2(C)C[C@H](O)C2([C@H]1CC[C@@H]1C2(C)CCC(=O)C1)F)(C)C,1
OCCN(CC(=O)N(c1ccc(cc1C(=O)c1ccccc1Cl)Cl)C)CCO,1
Cn1ncc(c1)CCN1CCN(CC1)c1ccccc1Cl,1
CN(CCCN1Cc2ccccc2C(=C)c2c1cccc2)C,1
O=C(c1ccc(cc1)Cl)NCCCN1CCOCC1,1
CN1CCC2(C[C@H](C1)Cc1c2cc(cc1)O)C,1
CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(C1=O)COC,1
CCN1C(=O)N[C@H](C1=O)c1ccccc1,1
CCOC(=O)[C@H]1N=C(c2c(NC1=O)ccc(c2)Cl)c1ccccc1F,1
CCc1cc2c(s1)n1c(CN=C2c2ccccc2Cl)nnc1C,1
CN[C@H]1CCc2c(C1)scn2,1
CC[C@@H](Cc1c[nH]c2c1cccc2)N,1
ClCCC(=O)NCCc1ccccc1,1
O=C1C=CC=C/C/1=c/1\ocn[nH]1,1
CN(CCCn1cc(c(n1)c1ccccc1)c1ccccc1)C,1
Clc1ccc2c(c1)C(=NCCN2CC(F)(F)F)c1ccccc1F,1
COc1ccccc1N1CCN(CC1)CCCC(=O)c1ccc(cc1)F,1
Fc1cc(F)c2c(c1)c1C[C@H](CCc1[nH]2)N(C)C,1
O[C@@H](CN1CCN(CC1)c1ccc(cc1)F)COC1(CCCCC1)C#C,1
Clc1ccc2c(c1)C(=NCC(=O)N2C)c1ccccc1F,1
CN1CCN(CC1)C1=Nc2cc(F)ccc2Cc2c1cccc2,1
CNCCSC1=Cc2cc(F)ccc2Oc2c1cccc2,1
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)C(=O)NCN2c1ccc(cc1)F,1
Clc1ccc2c(c1)C(=NCC(=O)N2CC1CC1)c1ccccc1F,1
CN([C@H](Cc1ccccc1)C)Cc1ccco1,1
CN(CC[C@H](c1ccccc1)C1CCCCC1)C,1
Clc1ccc2c(c1)C(=NCC(=O)N2CC(F)(F)F)c1ccccc1,1
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,1
CN1CCC(CC1)OC1c2ccccc2CCc2c1cccc2,1
CN1CCCN(CC1)[C@H](c1ccc(cc1)Cl)c1ccccc1,1
OCCN1CCCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,1
CCOC(=O)C1(CCN(CC1)C)c1cccc(c1)O,1
CCC1(NCC(=O)NC1=O)c1ccccc1,1
N1CCC(CC1)CCc1c[nH]c2c1cccc2,1
CN(CCCn1c2CCCCCCc2c2c1cccc2)C,1
CC(NNC(=O)c1ccncc1)C,1
CCC(=O)C(c1ccccc1)(c1ccccc1)C(CN(C)C)C,1
CCN([C@H](CN1c2ccccc2Sc2c1cccc2)C)CC,1
CN(CCCN1c2ccccc2CC(=O)c2c1cccc2)C,1
CNC[C@H](CC12CCC(c3c1cccc3)c1c2cccc1)O,1
N1CCC(CC1)OCc1ccc2c(c1)cccc2,1
O[C@H](c1ccccc1)C[C@@H]1CCC[C@H](N1C)CC(=O)c1ccccc1,1
OC1CCN(CC1)c1ccc(nn1)c1ccccc1Cl,1
Clc1ccc(nn1)N1CCN(CC1)C/C=C/c1ccccc1,1
Clc1ccc(c(c1)Cl)/C(=C/n1cncn1)/Cl,1
CN1CCC2=C(CC1)c1ccccc1Oc1c2cccc1,1
CC(Oc1ccccc1N1CCN(CC1)Cc1cccc(c1)C(=O)N1CCCCC1)C,1
CN(CC(Oc1ccccc1)Oc1ccccc1)C,1
COc1cc(CCN2CCN(CC2)c2cccc(c2)Cl)ccc1OC,1
O=C1CN=C(c2c(N1C)ccc(c2)N(=O)=O)C1=CCCCC1,1
CCC1(NC(=O)N(C1=O)C)c1ccccc1,1
CCC1(C(=O)NC(=O)N(C1=O)C)c1ccccc1,1
COC[C@@H]1CN=C(c2c(N1C)ccc(c2)Br)c1ccccc1Cl,1
C[C@@H](C(=O)c1ccccc1)N(C)C,1
CN[C@H]1Cc2ccccc2N(c2c1cccc2)C,1
CN1CCC2([C@@H]([C@@H]1Cc1c2cc(cc1)O)C)C,1
CCC1(C(=O)NC(=O)N1C)c1ccccc1,1
CCC(=O)C(c1ccccc1)(c1ccccc1)C[C@@H](N(C)C)C,1
O=C1NC(O[C@H]1/C=C/c1ccccc1)(C)C,1
CSc1ccc2c(c1)N(C[C@H](CN(C)C)C)c1c(S2)cccc1,1
CN1C(=O)CC(C1=O)(C)c1ccccc1,1
CSc1ccc2c(c1)[C@H](Cc1c(S2)cccc1)N1CCN(CC1)C,1
COC(=O)c1cncn1[C@H](c1ccccc1)C,1
CNCCCN1Cc2ccccc2Cc2c1cccc2,1
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCCn1c(=O)[nH]c2c1ccc(c2)Cl,1
COc1cc2c(cc1OC)[nH]c(c2CCN1CCN(CC1)c1ccccc1OC)C,1
COc1ccc2c(c1)[nH]c(c2C1CCN(CC1)CCCC(=O)c1ccc(cc1)F)C,1
O=C(N(c1cnccn1)C1CCN(CC1)CCc1ccccc1)c1ccco1,1
NC/C(=C/F)/CCc1ccc(cc1)F,1
CCc1c(C)[nH]c2c1C(=O)[C@@H](CC2)CN1CCOCC1,1
c1ccc(cc1)[C@@H]1CCN(C1)C[C@H]1CCCc2c1ccc1c2OCO1,1
CN1C[C@@H]2Cc3c(OC2([C@H](C1)C)O)ccc1c3cccc1,1
C=CCC1(CC(C)(C)C)C(=O)NC(=O)NC1=O,1
NC[C@H]1CN(C(=O)C1)Cc1ccccc1,1
CN1CCO[C@H](c2c(C1)cccc2)c1ccccc1,1
COc1cc2c(cc1OC)CC(=NN=C2c1ccc(cc1)N)C,1
COc1ccc2c3c1O[C@H]1C43CCN(C(C2)[C@H]4CCC1OC(=O)c1cccnc1)C,1
O=C(c1ccc(cc1)F)CCCN1C[C@@H]2CC[C@H](C1)CC2,1
COc1ccc2c3c1O[C@H]1C43CCNC(C2)[C@H]4C=C[C@@H]1O,1
CCC(=O)C(c1ccccc1)(c1ccccc1)CCN(C)C,1
COCC(=O)N(c1ccccc1F)C1CCN(CC1)CCc1ccccc1,1
CN1CCN(CC1)C1=c2cc(sc2=Nc2c(N1)cccc2)C,1
OCCN1CCN(CC1)CCCN1c2ccccc2C=Cc2c1cccc2,1
NC(=O)[C@@H]1CCCCO1,1
CN(C[C@@H](CN1c2ccccc2S(=O)(=O)c2c1cccc2)C)C,1
COc1cc2c(cc1OC)[nH]c(c2CCN1CCN(CC1)c1ccccc1)C,1
COc1ccc2c(c1)N(CC[C@@H]1CCCCN1C)c1c(S2)cccc1,1
CCC1(C)OC(=O)N(C1=O)C,1
CCC(=O)Nc1ccc(cc1)O,1
NC(=O)CN1C(=O)COc2c1cccc2,1
OCC(CCn1cnc2c1nc(N)[nH]c2=O)CO,1
N#Cc1ccc2c(c1)N(CCCN1CCC(CC1)O)c1c(S2)cccc1,1
COc1ccc2c(c1)N(C[C@H](CN1CCC(CC1)O)C)c1c(S2)cccc1,1
O[C@H](c1noc(c1)c1ccccc1)CN1CCCCC1,1
CC(=O)O[C@@H](c1ccccc1)[C@@H]1CCCCN1,1
CC(C(O)(C)C)(c1ccc(cc1)Cl)O,1
NN[C@H](Cc1ccccc1)C,1
Oc1ccc2c(c1)C13CCCC[C@@H]3C(C2)N(CC1)CCc1ccccc1,1
CN1CCC(=C2c3ccccc3Sc3c2cccc3)CC1,1
CCOC(=O)C1(CCN(CC1)CCCNc1ccccc1)c1ccccc1,1
C#CCN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1,1
OCCC1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,1
OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCCN1,1
CN1CCC(=C2c3ccsc3CCc3c2cccc3)CC1,1
CN(CCCN1c2ccccc2CCc2c1cccc2)C,1
CCCCC(=O)OC1(CC[C@@H]2C1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=CC12C)C(=O)CO,1
N#Cc1ccc(c(c1)C(=O)NCCN1CCC(CC1)C(=O)c1ccc(cc1)F)OC,1
CCCNC(=O)N1C[C@@H](OC1=O)c1ccccc1,1
CN([C@H](CN1c2ccccc2Sc2c1cccc2)C)C,1
CCCOC(=O)c1cncn1[C@H](c1ccccc1)C,1
CCCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,1
CN(CCCN1c2ccccc2Sc2c1nccc2)C,1
CCC1(CC)C(=O)NC=CC1=O,1
CCC[C@@H](C(=O)c1ccc(cc1)C)N1CCCC1,1
c1ccc2c(c1)N(C1CN3CCC1CC3)c1ccccc1CC2,1
O=C(Nc1c(C)cccc1Cl)/C=C/1\SCC(=O)N1C,1
O=C1CC(=O)N(c2c(N1c1ccccc1)c(C)[nH]n2)C,1
O=C1c2ccccc2S(=O)(=O)N1CCCN1CCN(CC1)c1ncccn1,1
N#C/C=C\1/c2ccccc2C(=Cc2c1ccc(c2)Cl)N1CCN(CC1)C,1
COC([C@H](Br)F)(F)F,1
COc1cc(cc(c1OC)OC)C(=O)/C=C/N1CC=CC1,1
Fc1cccc(c1Cn1nnc(c1)C(=O)N)F,1
O[C@@H](CN1CCC(CC1)N(c1nc2c(s1)cccc2)C)COc1ccc(cc1)F,1
NCC[C@@H](c1ccccc1)Oc1ccc(cc1)C(F)(F)F,1
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCc1c(C)nc2n(c1=O)CCS2,1
CN1CCN(CC1)c1ncc(c(n1)N)c1cc(Cl)cc(c1Cl)Cl,1
Clc1ccc(cc1)C1C2CCC(C31CCC(=N3)N1CCOCC1)C2,1
O=C1NCN(C21CCN(CC2)C[C@H]1COc2c(O1)cccc2)c1ccccc1,1
Clc1ccc2c(c1)C(=NCC(=S)N2C)c1ccccc1,1
CCC(S(=O)(=O)CC)(S(=O)(=O)CC)C,1
CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,1
O=C1NCCC[C@@H]1N1C(=O)c2c(S1(=O)=O)cccc2,1
C1CC[C@@H]2N(C1)C[C@@H]1c3c2cccc3CCc2c1cccc2,1
CCC(C1(CC=C)C(=O)NC(=O)NC1=O)C,1
N#C/C=C/1\c2cscc2C(=Nc2c1csc2)N1CCN(CC1)C,1
C1CO[C@@H](CN1)COc1ccccc1Cc1cccs1,1
Clc1ccc2c(c1)C(=NCC(=O)N2C)C1=CCCCC1,1
CCC[C@@H](C1(CC)C(=O)NC(=S)NC1=O)CC,1
CCN(CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C)CC,1
CCC(=O)OC1([C@@H](C)C[C@@H]2C1(C)C[C@H](O)C1([C@H]2C[C@@H](C2=CC(=O)C=CC12C)F)F)C(=O)SC,1
CN(CCCN1c2ccsc2C=Cc2c1cccc2)C,1
CCN1CCc2c(C1)c1c([nH]2)cc(c2c1c(C)cs2)F,1
CCNC1(CCCCC1=O)c1cccs1,1
CSC(=O)C1(O)[C@@H](C)C[C@@H]2C1(C)C[C@H](O)C1([C@H]2CCC2=CC(=O)C=CC12C)F,1
CCCC1(C)COB(OC1)c1ccc(cc1)C,1
O=C(CC(C)(C)C)OCC(=O)C12OC(O[C@H]1C[C@@H]1C2(C)CC(O)C2([C@H]1CCC1=CC(=O)C=CC21C)F)(C)C,1
O=C(C(Cl)(Cl)Cl)Nc1ccc(cc1)O,1
CN1C(=O)CC(=O)N(c2c1ccc(c2)C(F)(F)F)c1ccccc1,1
CN(C[C@@H](CN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C)C,1
CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,1
O=C1OC(C(=O)N1C)(C)C,1
OCC1(Cl)CN=C(c2c(N1C)cccc2)c1ccccc1Cl,1
ClCC(=O)C1(O)[C@@H](C)C[C@@H]2C1(C)C[C@H](O)C1([C@H]2C[C@@H](C2=CC(=O)C=CC12C)F)F,1
CCC(C(=O)N)(CC=C)CC,1
CC[C@@H](C(CC)C)C(=O)N,1
CO[C@H]1OC2OC3(C1C([C@@H]2C)CC3O)CN1CCCCC1,1
CCCC(C(=O)N)CCC,1
CC/C=C(/C1(CC)C(=O)NC(=O)NC1=O)\C,1
CCC[C@@H](C1(C=C)C(=O)NC(=O)NC1=O)C,1
C=C[C@@H]1CNCC[C@@H]1CCCc1ccnc2c1cc(OC)cc2,1
CCCCCCOc1nsnc1C1=CCCN(C1)C,1
CCN(c1cccc(c1)c1ccnc2n1ncc2C#N)C(=O)C,1
CN(C/C=C(\c1cccnc1)/c1ccc(cc1)Br)C,1
O=C1CC(=O)N(c2c(N1c1ccccc1)c(C)nn2C)C,1
Clc1cc2[nH]c(=O)c(=O)[nH]c2c(c1Cl)N(=O)=O,1
C[S+](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)O)N,1
O=C(NC1[O+]NN(C1)C(Cc1ccccc1)C)Nc1ccccc1,1
OC[C@@H]([C@H](c1ccc(cc1)N(=O)=O)O)NC(=O)CN=N#N,1
ClCCCl,1
CCCCO,1
C,1
C1CN[C@@H](C1)c1cccnc1,1
Clc1cccc(c1)C(=O)[C@@H](NC(C)(C)C)C,1
CO,1
CN1CCC[C@H]1c1cccnc1,1
N#N,1
O=N#N,1
O,1
CN[C@H](Cc1ccccc1)C,1
CC[C@@H](N(C(=O)c1cc2ccccc2c(n1)c1ccccc1Cl)C)C,1
O=C1NC(=O)NC1(c1ccccc1)c1ccccc1,1
Nc1c2CCCCc2nc2c1cccc2,1
OCCOCn1cnc2c1nc(N)[nH]c2=O,1
C=CCc1ccccc1OC[C@H](CNC(C)C)O,1
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1
CCOC(=O)c1ccc(cc1)N,1
CNCCc1ccccn1,1
O[C@H](COc1ccc(cc1)CCOCC1CC1)CNC(C)C,1
OC(C1CC2CC1C=C2)(c1ccccc1)CCN1CCCCC1,1
N#Cc1ccccc1OC[C@H](CNC(C)(C)C)O,1
CCCCOC(=O)c1ccc(cc1)N,1
COc1ccc(cc1OC)CCN(CCCC(c1ccc(c(c1)OC)OC)(C(C)C)C#N)C,1
NC(=O)N1c2ccccc2C=Cc2c1cccc2,1
O[C@H](COc1cccc2c1CCC(=O)N2)CNC(C)(C)C,1
OC(=O)COCCN1CCN(CC1)[C@H](c1ccc(cc1)Cl)c1ccccc1,0
CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C,1
